t_s,theta1_rad_clean,theta2_rad_clean,theta1_rad_noisy,theta2_rad_noisy
7.960000,0.2335663970,0.0586435335,0.2266808141,0.0566059449
7.970000,0.2310950232,0.0639485449,0.2307146679,0.0610618845
7.980000,0.2283906198,0.0691992266,0.2332931869,0.0712679259
7.990000,0.2254561676,0.0743900420,0.2345549552,0.0705395280
8.000000,0.2222948775,0.0795155061,0.2262697173,0.0784497028
8.010000,0.2189101873,0.0845701920,0.2165377743,0.0791993861
8.020000,0.2153057587,0.0895487362,0.2150605213,0.0896008177
8.030000,0.2114854734,0.0944458445,0.2042191089,0.0942814631
8.040000,0.2074534296,0.0992562978,0.2020862497,0.1015366036
8.050000,0.2032139382,0.1039749575,0.2069727922,0.1039144547
8.060000,0.1987715182,0.1085967711,0.1948653578,0.1014921523
8.070000,0.1941308927,0.1131167772,0.2022191960,0.1129454623
8.080000,0.1892969843,0.1175301115,0.1863522019,0.1147053694
8.090000,0.1842749101,0.1218320113,0.1814792478,0.1273916022
8.100000,0.1790699767,0.1260178208,0.1796009824,0.1297583365
8.110000,0.1736876753,0.1300829961,0.1748768124,0.1279895302
8.120000,0.1681336760,0.1340231098,0.1644274481,0.1428396616
8.130000,0.1624138219,0.1378338562,0.1554026050,0.1330763670
8.140000,0.1565341239,0.1415110552,0.1654165457,0.1496440485
8.150000,0.1505007540,0.1450506571,0.1516384349,0.1405368806
8.160000,0.1443200395,0.1484487467,0.1580846676,0.1443735027
8.170000,0.1379984562,0.1517015479,0.1412996279,0.1533042919
8.180000,0.1315426222,0.1548054271,0.1375893646,0.1525140853
8.190000,0.1249592905,0.1577568975,0.1208195510,0.1568250540
8.200000,0.1182553425,0.1605526223,0.1158558321,0.1674934242
8.210000,0.1114377805,0.1631894191,0.1112184963,0.1639836047
8.220000,0.1045137207,0.1656642625,0.1028574284,0.1595172726
8.230000,0.0974903851,0.1679742877,0.0958778814,0.1617467696
8.240000,0.0903750947,0.1701167936,0.0886765680,0.1651630163
8.250000,0.0831752609,0.1720892457,0.0822809857,0.1684768319
8.260000,0.0758983782,0.1738892789,0.0780882361,0.1748093234
8.270000,0.0685520157,0.1755147001,0.0633165746,0.1675570181
8.280000,0.0611438094,0.1769634907,0.0592668965,0.1747837878
8.290000,0.0536814535,0.1782338087,0.0579050150,0.1723643764
8.300000,0.0461726926,0.1793239910,0.0502059726,0.1895692757
8.310000,0.0386253126,0.1802325554,0.0345085338,0.1764449134
8.320000,0.0310471330,0.1809582024,0.0382214598,0.1772102272
8.330000,0.0234459980,0.1814998166,0.0295666574,0.1845218828
8.340000,0.0158297679,0.1818564683,0.0141591504,0.1786774697
8.350000,0.0082063108,0.1820274149,0.0129266249,0.1829697856
8.360000,0.0005834935,0.1820121017,-0.0049846055,0.1850979949
8.370000,-0.0070308262,0.1818101633,-0.0046924074,0.1797917073
8.380000,-0.0146288089,0.1814214239,-0.0220245139,0.1758958753
8.390000,-0.0222026416,0.1808458982,-0.0193899536,0.1848744020
8.400000,-0.0297445466,0.1800837917,-0.0320722588,0.1756985264
8.410000,-0.0372467893,0.1791355007,-0.0349685060,0.1827048267
8.420000,-0.0447016873,0.1780016130,-0.0417439490,0.1798729659
8.430000,-0.0521016181,0.1766829071,-0.0544226460,0.1714101515
8.440000,-0.0594390274,0.1751803522,-0.0644420512,0.1663540561
8.450000,-0.0667064374,0.1734951079,-0.0647956565,0.1714903399
8.460000,-0.0738964545,0.1716285231,-0.0803123323,0.1855953570
8.470000,-0.0810017773,0.1695821354,-0.0789053310,0.1632143096
8.480000,-0.0880152039,0.1673576703,-0.0895950167,0.1725979918
8.490000,-0.0949296399,0.1649570394,-0.0994517935,0.1597060008
8.500000,-0.1017381056,0.1623823394,-0.1072876769,0.1663263041
8.510000,-0.1084337431,0.1596358507,-0.1112403177,0.1386599772
8.520000,-0.1150098231,0.1567200349,-0.1123158429,0.1521191431
8.530000,-0.1214597525,0.1536375337,-0.1271379723,0.1506879742
8.540000,-0.1277770802,0.1503911661,-0.1260037031,0.1509929129
8.550000,-0.1339555038,0.1469839261,-0.1304935708,0.1432001082
8.560000,-0.1399888762,0.1434189808,-0.1450396433,0.1557222380
8.570000,-0.1458712111,0.1396996668,-0.1459027321,0.1353177040
8.580000,-0.1515966892,0.1358294879,-0.1568279370,0.1450391935
8.590000,-0.1571596633,0.1318121117,-0.1540612920,0.1319445282
8.600000,-0.1625546644,0.1276513664,-0.1601048420,0.1294286681
8.610000,-0.1677764061,0.1233512375,-0.1683356846,0.1194449754
8.620000,-0.1728197898,0.1189158637,-0.1701242780,0.1119217566
8.630000,-0.1776799096,0.1143495335,-0.1817462435,0.1145558930
8.640000,-0.1823520565,0.1096566811,-0.1732225486,0.1140344945
8.650000,-0.1868317223,0.1048418819,-0.1868436553,0.1041232883
8.660000,-0.1911146043,0.0999098484,-0.1835609011,0.0991637105
8.670000,-0.1951966087,0.0948654258,-0.1938698623,0.0946122576
8.680000,-0.1990738537,0.0897135870,-0.2056313205,0.0917807511
8.690000,-0.2027426735,0.0844594276,-0.1982133969,0.0865514224
8.700000,-0.2061996209,0.0791081612,-0.2128878061,0.0748089099
8.710000,-0.2094414701,0.0736651141,-0.2167199455,0.0683335815
8.720000,-0.2124652196,0.0681357202,-0.2121461577,0.0580256223
8.730000,-0.2152680943,0.0625255147,-0.2136849927,0.0648961503
8.740000,-0.2178475478,0.0568401296,-0.2150970405,0.0604576544
8.750000,-0.2202012642,0.0510852869,-0.2148655185,0.0521641286
8.760000,-0.2223271598,0.0452667936,-0.2230603223,0.0340093461
8.770000,-0.2242233846,0.0393905351,-0.2241241150,0.0357449648
8.780000,-0.2258883238,0.0334624693,-0.2296007803,0.0322353157
8.790000,-0.2273205986,0.0274886204,-0.2223349261,0.0170655407
8.800000,-0.2285190667,0.0214750726,-0.2162525267,0.0302997736
8.810000,-0.2294828238,0.0154279635,-0.2296496388,0.0198750394
8.820000,-0.2302112033,0.0093534781,-0.2283632675,0.0139879034
8.830000,-0.2307037767,0.0032578416,-0.2394941766,0.0041186453
8.840000,-0.2309603538,-0.0028526866,-0.2293492349,-0.0031346270
8.850000,-0.2309809821,-0.0089718200,-0.2349323205,-0.0105752707
8.860000,-0.2307659468,-0.0150932515,-0.2265166697,-0.0078547170
8.870000,-0.2303157701,-0.0212106601,-0.2312412591,-0.0167194361
8.880000,-0.2296312103,-0.0273177179,-0.2205200732,-0.0336441166
8.890000,-0.2287132605,-0.0334080965,-0.2250602550,-0.0364461558
8.900000,-0.2275631482,-0.0394754742,-0.2316127589,-0.0378267715
8.910000,-0.2261823330,-0.0455135426,-0.2273319471,-0.0406533363
8.920000,-0.2245725056,-0.0515160133,-0.2272299746,-0.0551221221
8.930000,-0.2227355859,-0.0574766248,-0.2152453892,-0.0649627636
8.940000,-0.2206737205,-0.0633891490,-0.2173519622,-0.0636527372
8.950000,-0.2183892812,-0.0692473983,-0.2183166130,-0.0594807758
8.960000,-0.2158848623,-0.0750452316,-0.2207860707,-0.0769374192
8.970000,-0.2131632776,-0.0807765617,-0.2100228088,-0.0844017288
8.980000,-0.2102275583,-0.0864353610,-0.2139809642,-0.0848687725
8.990000,-0.2070809494,-0.0920156684,-0.2082624152,-0.0999248514
9.000000,-0.2037269070,-0.0975115956,-0.2018326129,-0.0978345366
9.010000,-0.2001690944,-0.1029173334,-0.2040042029,-0.1054757723
9.020000,-0.1964113786,-0.1082271575,-0.1928088265,-0.1034646981
9.030000,-0.1924578268,-0.1134354353,-0.1906392654,-0.1091960266
9.040000,-0.1883127022,-0.1185366311,-0.1880831375,-0.1166136562
9.050000,-0.1839804594,-0.1235253125,-0.1851473411,-0.1272501584
9.060000,-0.1794657408,-0.1283961558,-0.1863720641,-0.1319550339
9.070000,-0.1747733712,-0.1331439517,-0.1749907623,-0.1282367982
9.080000,-0.1699083535,-0.1377636109,-0.1777450458,-0.1430986989
9.090000,-0.1648758631,-0.1422501692,-0.1644847966,-0.1430454369
9.100000,-0.1596812436,-0.1465987927,-0.1544528703,-0.1512725051
9.110000,-0.1543300006,-0.1508047833,-0.1574744780,-0.1552332820
9.120000,-0.1488277965,-0.1548635828,-0.1496676188,-0.1602071031
9.130000,-0.1431804445,-0.1587707783,-0.1477052751,-0.1586950873
9.140000,-0.1373939031,-0.1625221066,-0.1326407551,-0.1595639046
9.150000,-0.1314742693,-0.1661134584,-0.1291659484,-0.1644571299
9.160000,-0.1254277730,-0.1695408828,-0.1156246327,-0.1731969530
9.170000,-0.1192607700,-0.1728005916,-0.1191138204,-0.1724456852
9.180000,-0.1129797358,-0.1758889625,-0.1123675803,-0.1797934459
9.190000,-0.1065912584,-0.1788025437,-0.1036287672,-0.1805748669
9.200000,-0.1001020316,-0.1815380569,-0.1089345434,-0.1798583771
9.210000,-0.0935188480,-0.1840924011,-0.0982477367,-0.1880265950
9.220000,-0.0868485919,-0.1864626555,-0.0978072094,-0.1882921757
9.230000,-0.0800982314,-0.1886460831,-0.0858967414,-0.1839117886
9.240000,-0.0732748118,-0.1906401329,-0.0825745094,-0.1915581362
9.250000,-0.0663854472,-0.1924424433,-0.0623429897,-0.1885728643
9.260000,-0.0594373137,-0.1940508439,-0.0622856381,-0.1972691125
9.270000,-0.0524376410,-0.1954633589,-0.0457107925,-0.2003145907
9.280000,-0.0453937050,-0.1966782082,-0.0407262758,-0.2004445427
9.290000,-0.0383128199,-0.1976938101,-0.0337870711,-0.1987088794
9.300000,-0.0312023300,-0.1985087830,-0.0357879699,-0.1913127568
9.310000,-0.0240696021,-0.1991219468,-0.0228671204,-0.2059971221
9.320000,-0.0169220173,-0.1995323247,-0.0219489755,-0.2088253364
9.330000,-0.0097669633,-0.1997391443,-0.0109507245,-0.1999141467
9.340000,-0.0026118257,-0.1997418386,0.0029727437,-0.2063892295
9.350000,0.0045360189,-0.1995400473,0.0080301883,-0.1941069223
9.360000,0.0116692121,-0.1991336171,0.0157562668,-0.1949080850
9.370000,0.0187804207,-0.1985226026,0.0206817670,-0.1987848148
9.380000,0.0258623451,-0.1977072664,0.0232280008,-0.1995818812
9.390000,0.0329077270,-0.1966880792,0.0258254597,-0.1958525974
9.400000,0.0399093571,-0.1954657203,0.0412879096,-0.2073535661
9.410000,0.0468600832,-0.1940410767,0.0479674360,-0.1936585317
9.420000,0.0537528173,-0.1924152434,0.0465729501,-0.2003758911
9.430000,0.0605805435,-0.1905895221,0.0613462161,-0.2027368314
9.440000,0.0673363253,-0.1885654209,0.0660048510,-0.1903196141
9.450000,0.0740133127,-0.1863446533,0.0759773341,-0.1801684199
9.460000,0.0806047499,-0.1839291366,0.0871925201,-0.1876454907
9.470000,0.0871039817,-0.1813209912,0.0896267337,-0.1788371120
9.480000,0.0935044608,-0.1785225384,0.0959957296,-0.1729267735
9.490000,0.0997997544,-0.1755362988,0.0993331097,-0.1759637452
9.500000,0.1059835507,-0.1723649905,0.1012033557,-0.1720042205
9.510000,0.1120496654,-0.1690115269,0.1068828781,-0.1612584645
9.520000,0.1179920478,-0.1654790139,0.1166666482,-0.1582974716
9.530000,0.1238047869,-0.1617707480,0.1276745302,-0.1678996877
9.540000,0.1294821175,-0.1578902129,0.1244126516,-0.1507925871
9.550000,0.1350184251,-0.1538410766,0.1346992403,-0.1546547254
9.560000,0.1404082522,-0.1496271887,0.1439391443,-0.1483510404
9.570000,0.1456463031,-0.1452525764,0.1448717027,-0.1553017271
9.580000,0.1507274490,-0.1407214411,0.1567691001,-0.1373819526
9.590000,0.1556467328,-0.1360381547,0.1590823871,-0.1345645821
9.600000,0.1603993737,-0.1312072554,0.1652453775,-0.1277377075
9.610000,0.1649807717,-0.1262334435,0.1649281709,-0.1261609193
9.620000,0.1693865119,-0.1211215773,0.1699605944,-0.1238443284
9.630000,0.1736123680,-0.1158766681,0.1767048654,-0.1162745007
9.640000,0.1776543065,-0.1105038756,0.1714493127,-0.1115515290
9.650000,0.1815084902,-0.1050085029,0.1883558368,-0.1127901669
9.660000,0.1851712811,-0.0993959913,0.1893114190,-0.0988775976
9.670000,0.1886392442,-0.0936719150,0.1800517723,-0.0896168927
9.680000,0.1919091495,-0.0878419755,0.1950720275,-0.0868776983
9.690000,0.1949779754,-0.0819119958,0.2014859232,-0.0870164652
9.700000,0.1978429108,-0.0758879149,0.1928931646,-0.0758190735
9.710000,0.2005013572,-0.0697757815,0.2006404413,-0.0620073278
9.720000,0.2029509313,-0.0635817479,0.2053929278,-0.0604830770
9.730000,0.2051894660,-0.0573120635,0.2029604729,-0.0566244055
9.740000,0.2072150125,-0.0509730687,0.2044854101,-0.0564330045
9.750000,0.2090258417,-0.0445711880,0.2109399851,-0.0437660800
9.760000,0.2106204452,-0.0381129235,0.2178554976,-0.0294492230
9.770000,0.2119975361,-0.0316048479,0.2162536459,-0.0252107075
9.780000,0.2131560502,-0.0250535978,0.2210877270,-0.0237646321
9.790000,0.2140951462,-0.0184658663,0.2126781784,-0.0154693988
9.800000,0.2148142063,-0.0118483962,0.2100662200,-0.0090864814
9.810000,0.2153128361,-0.0052079730,0.2183034739,-0.0027432451
9.820000,0.2155908649,0.0014485829,0.2086421056,0.0053689420
9.830000,0.2156483450,0.0081144232,0.2122190235,0.0125849885
9.840000,0.2154855518,0.0147826789,0.2159108793,0.0115831430
9.850000,0.2151029827,0.0214464680,0.2168774218,0.0253633109
9.860000,0.2145013566,0.0280989027,0.2087947243,0.0278947141
9.870000,0.2136816128,0.0347330969,0.2085751601,0.0258577903
9.880000,0.2126449096,0.0413421735,0.2104967307,0.0401271203
9.890000,0.2113926232,0.0479192722,0.2132810713,0.0510812210
9.900000,0.2099263459,0.0544575564,0.2116788989,0.0571500598
9.910000,0.2082478844,0.0609502207,0.2013109324,0.0519497616
9.920000,0.2063592577,0.0673904986,0.2114395092,0.0660416599
9.930000,0.2042626952,0.0737716693,0.2081115158,0.0792662720
9.940000,0.2019606341,0.0800870652,0.1935708798,0.0752297495
9.950000,0.1994557168,0.0863300789,0.2124117411,0.0874119192
9.960000,0.1967507887,0.0924941705,0.1944088398,0.0917164037
9.970000,0.1938488945,0.0985728742,0.1983398988,0.0893328981
9.980000,0.1907532756,0.1045598055,0.1874046405,0.1099222272
9.990000,0.1874673666,0.1104486681,0.1875660192,0.1052695882
10.000000,0.1839947920,0.1162332601,0.1865725915,0.1156765479
10.010000,0.1803393624,0.1219074808,0.1827546696,0.1156795184
10.020000,0.1765050705,0.1274653374,0.1811048608,0.1316845536
10.030000,0.1724960872,0.1329009508,0.1724283571,0.1315155546
10.040000,0.1683167577,0.1382085621,0.1718092696,0.1326746768
10.050000,0.1639715962,0.1433825385,0.1683085933,0.1490438137
10.060000,0.1594652824,0.1484173789,0.1613745477,0.1533078404
10.070000,0.1548026558,0.1533077202,0.1580879044,0.1451225157
10.080000,0.1499887114,0.1580483422,0.1548923175,0.1468843547
10.090000,0.1450285942,0.1626341733,0.1402880679,0.1666753815
10.100000,0.1399275941,0.1670602955,0.1384838191,0.1761647784
10.110000,0.1346911403,0.1713219499,0.1378081275,0.1672472122
10.120000,0.1293247959,0.1754145409,0.1285109825,0.1697076997
10.130000,0.1238342518,0.1793336413,0.1171494588,0.1878675300
10.140000,0.1182253212,0.1830749967,0.1159084931,0.1777269112
10.150000,0.1125039332,0.1866345296,0.1123364638,0.1909938192
10.160000,0.1066761266,0.1900083440,0.1088673143,0.1827012611
10.170000,0.1007480439,0.1931927290,0.0951190988,0.2012891004
10.180000,0.0947259242,0.1961841624,0.0980988600,0.1902562199
10.190000,0.0886160971,0.1989793148,0.0913821515,0.1938491790
10.200000,0.0824249760,0.2015750524,0.0854905966,0.2027213654
10.210000,0.0761590508,0.2039684406,0.0782889367,0.2012756443
10.220000,0.0698248815,0.2061567470,0.0769697327,0.2085522895
10.230000,0.0634290908,0.2081374438,0.0573039679,0.2053255143
10.240000,0.0569783574,0.2099082109,0.0521333341,0.2082797519
10.250000,0.0504794085,0.2114669381,0.0495129208,0.2143861922
10.260000,0.0439390124,0.2128117273,0.0374921147,0.2116376754
10.270000,0.0373639720,0.2139408949,0.0359748701,0.2070800662
10.280000,0.0307611164,0.2148529732,0.0402149198,0.2046916413
10.290000,0.0241372946,0.2155467122,0.0301748845,0.2114956635
10.300000,0.0174993672,0.2160210814,0.0083456177,0.2119771188
10.310000,0.0108541997,0.2162752706,0.0148731553,0.2177203550
10.320000,0.0042086546,0.2163086914,0.0054298788,0.2253266413
10.330000,-0.0024304156,0.2161209779,-0.0061884028,0.2153097952
10.340000,-0.0090561761,0.2157119874,-0.0092939803,0.2181353996
10.350000,-0.0156618168,0.2150818010,-0.0114368666,0.2148183846
10.360000,-0.0222405601,0.2142307239,-0.0258483981,0.2112021786
10.370000,-0.0287856675,0.2131592854,-0.0259746628,0.2060482647
10.380000,-0.0352904473,0.2118682391,-0.0333926965,0.2144303720
10.390000,-0.0417482614,0.2103585621,-0.0515250803,0.2114336750
10.400000,-0.0481525328,0.2086314552,-0.0549225730,0.2132413981
10.410000,-0.0544967517,0.2066883417,-0.0617555547,0.2071060630
10.420000,-0.0607744834,0.2045308666,-0.0578655151,0.1935757975
10.430000,-0.0669793740,0.2021608957,-0.0645107201,0.2128950372
10.440000,-0.0731051578,0.1995805143,-0.0704669304,0.1985099373
10.450000,-0.0791456634,0.1967920253,-0.0790381229,0.1973770289
10.460000,-0.0850948202,0.1937979479,-0.0878577684,0.1989420801
10.470000,-0.0909466645,0.1906010156,-0.0911233111,0.1936238102
10.480000,-0.0966953455,0.1872041739,-0.1024184245,0.1932651590
10.490000,-0.1023351316,0.1836105780,-0.1071304169,0.1805791054
10.500000,-0.1078604157,0.1798235902,-0.1072272184,0.1738161586
10.510000,-0.1132657208,0.1758467772,-0.1137759918,0.1772515728
10.520000,-0.1185457058,0.1716839071,-0.1210853702,0.1661464630
10.530000,-0.1236951703,0.1673389460,-0.1169326632,0.1657919753
10.540000,-0.1287090599,0.1628160546,-0.1261771851,0.1645702956
10.550000,-0.1335824710,0.1581195848,-0.1319162039,0.1647148281
10.560000,-0.1383106552,0.1532540754,-0.1362527459,0.1516474107
10.570000,-0.1428890243,0.1482242482,-0.1390429554,0.1518458184
10.580000,-0.1473131542,0.1430350037,-0.1528010645,0.1442645484
10.590000,-0.1515787890,0.1376914166,-0.1492070019,0.1367856067
10.600000,-0.1556818448,0.1321987308,-0.1566042709,0.1287950422
10.610000,-0.1596184139,0.1265623547,-0.1572552283,0.1282505921
10.620000,-0.1633847675,0.1207878559,-0.1539036138,0.1256852781
10.630000,-0.1669773597,0.1148809559,-0.1693115848,0.1124230007
10.640000,-0.1703928300,0.1088475243,-0.1611315855,0.1071455142
10.650000,-0.1736280066,0.1026935734,-0.1730239202,0.0979240835
10.660000,-0.1766799086,0.0964252518,-0.1782894630,0.1012343661
10.670000,-0.1795457490,0.0900488387,-0.1854623245,0.0916300983
10.680000,-0.1822229367,0.0835707371,-0.1886543126,0.0812203289
10.690000,-0.1847090783,0.0769974675,-0.1863650899,0.0778214860
10.700000,-0.1870019803,0.0703356614,-0.1855094642,0.0714664676
10.710000,-0.1890996507,0.0635920541,-0.1918349653,0.0692369570
10.720000,-0.1910003004,0.0567734779,-0.1975132447,0.0673678611
10.730000,-0.1927023444,0.0498868550,-0.1878015491,0.0542378539
10.740000,-0.1942044029,0.0429391902,-0.1891670704,0.0531967515
10.750000,-0.1955053023,0.0359375635,-0.1907620539,0.0451211355
10.760000,-0.1966040755,0.0288891225,-0.1940316112,0.0271511085
10.770000,-0.1974999629,0.0218010749,-0.2008071258,0.0250990212
10.780000,-0.1981924121,0.0146806808,-0.1956884951,-0.0004347798
10.790000,-0.1986810786,0.0075352449,-0.2016879996,0.0104214935
10.800000,-0.1989658252,0.0003721086,-0.1981303591,-0.0104110091
10.810000,-0.1990467219,-0.0068013579,-0.1992374146,-0.0070905711
10.820000,-0.1989240455,-0.0139777636,-0.2025345538,-0.0112886141
10.830000,-0.1985982789,-0.0211497044,-0.2020865998,-0.0231707694
10.840000,-0.1980701101,-0.0283097716,-0.1947930486,-0.0258658025
10.850000,-0.1973404314,-0.0354505596,-0.2073255589,-0.0345632421
10.860000,-0.1964103381,-0.0425646739,-0.1896975311,-0.0441029784
10.870000,-0.1952811272,-0.0496447395,-0.1910934075,-0.0496019729
10.880000,-0.1939542954,-0.0566834083,-0.1919215170,-0.0685726235
10.890000,-0.1924315380,-0.0636733676,-0.1967127015,-0.0531095040
10.900000,-0.1907147464,-0.0706073477,-0.1966837240,-0.0768145364
10.910000,-0.1888060063,-0.0774781298,-0.2012351164,-0.0779524718
10.920000,-0.1867075955,-0.0842785538,-0.1858600615,-0.0752063521
10.930000,-0.1844219809,-0.0910015260,-0.1909086491,-0.0882960638
10.940000,-0.1819518164,-0.0976400266,-0.1711355744,-0.0974702042
10.950000,-0.1792999400,-0.1041871175,-0.1710012364,-0.1052306676
10.960000,-0.1764693704,-0.1106359493,-0.1689498706,-0.1172908850
10.970000,-0.1734633044,-0.1169797689,-0.1757486413,-0.1119595895
10.980000,-0.1702851131,-0.1232119261,-0.1789233704,-0.1243231739
10.990000,-0.1669383385,-0.1293258815,-0.1635421924,-0.1236429286
11.000000,-0.1634266899,-0.1353152125,-0.1644601655,-0.1364498596
11.010000,-0.1597540402,-0.1411736205,-0.1630517900,-0.1421658290
11.020000,-0.1559244215,-0.1468949371,-0.1594595977,-0.1483299732
11.030000,-0.1519420210,-0.1524731309,-0.1534021449,-0.1503824282
11.040000,-0.1478111771,-0.1579023132,-0.1491053985,-0.1527451200
11.050000,-0.1435363742,-0.1631767447,-0.1446205111,-0.1596981457
11.060000,-0.1391222385,-0.1682908405,-0.1386230197,-0.1564692761
11.070000,-0.1345735331,-0.1732391766,-0.1313423116,-0.1722502362
11.080000,-0.1298951532,-0.1780164949,-0.1303293940,-0.1775268108
11.090000,-0.1250921202,-0.1826177086,-0.1280340439,-0.1852890994
11.100000,-0.1201695777,-0.1870379072,-0.1184322617,-0.1781220809
11.110000,-0.1151327850,-0.1912723616,-0.1150873182,-0.1825299133
11.120000,-0.1099871121,-0.1953165288,-0.1057160766,-0.1846686407
11.130000,-0.1047380339,-0.1991660561,-0.1026239232,-0.1975306521
11.140000,-0.0993911247,-0.2028167859,-0.0964504963,-0.2000658260
11.150000,-0.0939520518,-0.2062647593,-0.0934398818,-0.2019765157
11.160000,-0.0884265699,-0.2095062202,-0.0881579820,-0.2122287004
11.170000,-0.0828205148,-0.2125376194,-0.0846629512,-0.2146076000
11.180000,-0.0771397971,-0.2153556172,-0.0713032577,-0.2076445744
11.190000,-0.0713903963,-0.2179570876,-0.0742522479,-0.2214075960
11.200000,-0.0655783540,-0.2203391210,-0.0626066809,-0.2218915341
11.210000,-0.0597097676,-0.2224990269,-0.0700705695,-0.2320796033
11.220000,-0.0537907837,-0.2244343370,-0.0576060914,-0.2326205106
11.230000,-0.0478275917,-0.2261428075,-0.0418490311,-0.2216067903
11.240000,-0.0418264169,-0.2276224212,-0.0478826128,-0.2259269784
11.250000,-0.0357935140,-0.2288713901,-0.0341360671,-0.2319657617
11.260000,-0.0297351604,-0.2298881566,-0.0423455857,-0.2328489177
11.270000,-0.0236576494,-0.2306713958,-0.0204427038,-0.2326424338
11.280000,-0.0175672832,-0.2312200168,-0.0132365997,-0.2268256756
11.290000,-0.0114703667,-0.2315331637,-0.0202081322,-0.2299718259
11.300000,-0.0053732002,-0.2316102172,-0.0045369907,-0.2312674512
11.310000,0.0007179270,-0.2314507949,0.0001653357,-0.2296189698
11.320000,0.0067967436,-0.2310547526,0.0132537714,-0.2358723996
11.330000,0.0128570026,-0.2304221844,0.0081378380,-0.2259974910
11.340000,0.0188924884,-0.2295534228,0.0154705806,-0.2321588728
11.350000,0.0248970232,-0.2284490395,0.0197854000,-0.2302660622
11.360000,0.0308644734,-0.2271098445,0.0411903848,-0.2249085663
11.370000,0.0367887565,-0.2255368861,0.0335122898,-0.2170412106
11.380000,0.0426638470,-0.2237314506,0.0433270651,-0.2303364385
11.390000,0.0484837830,-0.2216950608,0.0468884599,-0.2271993557
11.400000,0.0542426724,-0.2194294759,0.0540769643,-0.2276543426
11.410000,0.0599346991,-0.2169366899,0.0608297193,-0.2143507736
11.420000,0.0655541287,-0.2142189300,0.0616892559,-0.2127399779
11.430000,0.0710953150,-0.2112786554,0.0669717807,-0.2128870618
11.440000,0.0765527051,-0.2081185554,0.0751900946,-0.2006198877
11.450000,0.0819208455,-0.2047415469,0.0889789731,-0.2072447908
11.460000,0.0871943874,-0.2011507728,0.0917601926,-0.2071839140
11.470000,0.0923680924,-0.1973495988,0.0860441814,-0.2051955660
11.480000,0.0974368372,-0.1933416115,0.0946221644,-0.1923263163
11.490000,0.1023956192,-0.1891306144,0.1098874946,-0.1878811417
11.500000,0.1072395610,-0.1847206255,0.1191878259,-0.1912101567
11.510000,0.1119639156,-0.1801158738,0.1087500142,-0.1859183078
11.520000,0.1165640706,-0.1753207952,0.1108441457,-0.1838156882
11.530000,0.1210355526,-0.1703400290,0.1218169841,-0.1755460356
11.540000,0.1253740321,-0.1651784136,0.1255801673,-0.1613816948
11.550000,0.1295753265,-0.1598409822,0.1321061162,-0.1637341404
11.560000,0.1336354050,-0.1543329583,0.1345005692,-0.1529571536
11.570000,0.1375503919,-0.1486597506,0.1411810962,-0.1516687065
11.580000,0.1413165699,-0.1428269485,0.1432782164,-0.1377832940
11.590000,0.1449303839,-0.1368403160,0.1447170466,-0.1307194560
11.600000,0.1483884439,-0.1307057867,0.1490176346,-0.1320920009
11.610000,0.1516875281,-0.1244294583,0.1529284914,-0.1291668672
11.620000,0.1548245853,-0.1180175862,0.1570202195,-0.1069831186
11.630000,0.1577967383,-0.1114765774,0.1590233294,-0.1074577323
11.640000,0.1606012854,-0.1048129843,0.1596608075,-0.1008653987
11.650000,0.1632357034,-0.0980334981,0.1696080813,-0.0903725116
11.660000,0.1656976490,-0.0911449419,0.1620540935,-0.1006854500
11.670000,0.1679849613,-0.0841542641,0.1703422411,-0.0837218621
11.680000,0.1700956627,-0.0770685305,0.1683144225,-0.0674237219
11.690000,0.1720279611,-0.0698949180,0.1756259424,-0.0675994022
11.700000,0.1737802507,-0.0626407062,0.1744539788,-0.0638519259
11.710000,0.1753511133,-0.0553132702,0.1719433862,-0.0509865765
11.720000,0.1767393192,-0.0479200731,0.1730515081,-0.0567410617
11.730000,0.1779438279,-0.0404686573,0.1801860307,-0.0380760131
11.740000,0.1789637887,-0.0329666373,0.1799236474,-0.0292512754
11.750000,0.1797985411,-0.0254216910,0.1775294709,-0.0199922877
11.760000,0.1804476146,-0.0178415516,0.1756113581,-0.0193597369
11.770000,0.1809107296,-0.0102339993,0.1722647793,-0.0146214303
11.780000,0.1811877963,-0.0026068529,0.1807198317,-0.0050024336
11.790000,0.1812789147,0.0050320388,0.1834853990,0.0062715815
11.800000,0.1811843743,0.0126748053,0.1776375976,0.0136247652
11.810000,0.1809046530,0.0203135633,0.1801206312,0.0268874755
11.820000,0.1804404167,0.0279404249,0.1833279415,0.0223073086
11.830000,0.1797925178,0.0355475066,0.1786230518,0.0354683826
11.840000,0.1789619942,0.0431269376,0.1903828192,0.0381879637
11.850000,0.1779500680,0.0506708684,0.1710468265,0.0544226156
11.860000,0.1767581437,0.0581714795,0.1789815229,0.0630453070
11.870000,0.1753878068,0.0656209898,0.1838067975,0.0701827560
11.880000,0.1738408216,0.0730116651,0.1724595433,0.0673212931
11.890000,0.1721191294,0.0803358263,0.1743024842,0.0851226291
11.900000,0.1702248459,0.0875858579,0.1685253589,0.0920527042
11.910000,0.1681602593,0.0947542163,0.1761170527,0.0876230274
11.920000,0.1659278276,0.1018334373,0.1661210967,0.0994171581
11.930000,0.1635301755,0.1088161451,0.1767200509,0.1105450588
11.940000,0.1609700920,0.1156950591,0.1623156144,0.1218899249
